date,country,D,H,I,M,S
2021-10-26,Australia,2,0,0,22,1
2021-10-26,Sweden,2,0,0,8,0
2021-10-27,Afghanistan,6,0,0,34,0
2021-10-27,Australia,2,0,0,22,1
2021-10-27,Sweden,2,0,0,8,0
2021-10-28,Afghanistan,6,0,0,34,0
2021-10-28,Australia,2,0,0,22,1
2021-10-28,Sweden,2,0,0,8,0
2021-10-29,Afghanistan,6,0,0,34,0
2021-10-29,Australia,2,0,0,22,1
2021-10-29,Sweden,2,0,0,8,0
2021-10-30,Afghanistan,6,0,0,34,0
2021-10-30,Australia,2,0,0,22,1
2021-10-30,Sweden,2,0,0,8,0
2021-10-31,Afghanistan,6,0,0,34,0
2021-10-31,Australia,2,0,0,22,1
2021-10-31,Sweden,2,0,0,8,0
2021-11-01,Afghanistan,6,0,0,34,0
2021-11-01,Australia,2,0,0,22,1
2021-11-01,Sweden,2,0,0,8,0
2021-11-02,Afghanistan,6,0,0,34,0
2021-11-02,Australia,2,0,0,22,1
2021-11-02,Sweden,2,0,0,8,0
2021-11-03,Afghanistan,6,0,0,34,0
2021-11-03,Australia,2,0,0,22,1
2021-11-03,Sweden,2,0,0,8,0
2021-11-04,Afghanistan,6,0,0,34,0
2021-11-04,Australia,2,0,0,22,1
2021-11-04,Sweden,2,0,0,8,0
2021-11-05,Afghanistan,6,0,0,34,0
2021-11-05,Australia,2,0,0,22,1
2021-11-05,Sweden,2,0,0,8,0
2021-11-06,Afghanistan,6,0,0,34,0
2021-11-06,Australia,2,0,0,22,1
2021-11-06,Sweden,2,0,0,8,0
2021-11-07,Afghanistan,6,0,0,34,0
2021-11-07,Australia,2,0,0,23,0
2021-11-07,Sweden,2,0,0,8,0
2021-11-08,Afghanistan,6,0,0,34,0
2021-11-08,Australia,2,0,0,23,0
2021-11-08,Sweden,2,0,0,8,0
2021-11-09,Afghanistan,6,0,0,34,0
2021-11-09,Australia,2,0,0,23,0
2021-11-09,Sweden,2,0,0,8,0
2021-11-10,Afghanistan,6,0,0,34,0
2021-11-10,Australia,2,0,0,23,0
2021-11-10,Sweden,2,0,0,8,0
2021-11-11,Afghanistan,6,0,0,34,0
2021-11-11,Australia,2,0,0,23,0
2021-11-11,Sweden,2,0,0,8,0
2021-11-12,Afghanistan,6,0,0,34,0
2021-11-12,Australia,2,0,0,23,0
2021-11-12,Sweden,2,0,0,8,0
2021-11-13,Afghanistan,6,0,0,34,0
2021-11-13,Australia,2,0,0,23,0
2021-11-13,Sweden,2,0,0,8,0
2021-11-14,Afghanistan,6,0,0,34,0
2021-11-14,Australia,2,0,0,23,0
2021-11-14,Sweden,2,0,0,8,0
2021-11-15,Afghanistan,6,0,0,34,0
2021-11-15,Australia,2,0,0,23,0
2021-11-15,Sweden,2,0,0,8,0
2021-11-16,Afghanistan,6,0,0,34,0
2021-11-16,Australia,2,0,0,23,0
2021-11-16,Sweden,2,0,0,8,0
2021-11-17,Afghanistan,6,0,0,34,0
2021-11-17,Australia,2,0,0,23,0
2021-11-17,Sweden,2,0,0,8,0
2021-11-18,Afghanistan,6,0,0,34,0
2021-11-18,Australia,2,0,0,23,0
2021-11-18,Sweden,2,0,0,8,0
2021-11-19,Afghanistan,6,0,0,34,0
2021-11-19,Australia,2,0,0,23,0
2021-11-19,Sweden,2,0,0,8,0
2021-11-20,Afghanistan,6,0,0,34,0
2021-11-20,Australia,2,0,0,23,0
2021-11-20,Sweden,2,0,0,8,0
2021-11-21,Afghanistan,6,0,0,34,0
2021-11-21,Australia,2,0,0,23,0
2021-11-21,Sweden,2,0,0,8,0
2021-11-22,Afghanistan,6,0,0,34,0
2021-11-22,Australia,2,0,0,23,0
2021-11-22,Sweden,2,0,0,8,0
2021-11-23,Afghanistan,6,0,0,34,0
2021-11-23,Australia,2,0,0,23,0
2021-11-23,Sweden,2,0,0,8,0
2021-11-24,Afghanistan,6,0,0,34,0
2021-11-24,Australia,2,0,0,23,0
2021-11-24,Sweden,2,0,0,8,0
2021-11-25,Afghanistan,6,0,0,34,0
2021-11-25,Australia,2,0,0,23,0
2021-11-25,Sweden,2,0,0,8,0
2021-11-26,Afghanistan,6,0,0,34,0
2021-11-26,Australia,2,0,0,23,0
2021-11-26,Sweden,2,0,0,8,0
2021-11-27,Afghanistan,6,0,0,34,0
2021-11-27,Australia,2,0,0,23,0
2021-11-27,Sweden,2,0,0,8,0
2021-11-28,Afghanistan,6,0,0,34,0
2021-11-28,Australia,2,0,0,23,0
2021-11-28,Sweden,2,0,0,8,0
2021-11-29,Afghanistan,6,0,0,34,0
2021-11-29,Australia,2,0,0,23,0
2021-11-29,Sweden,2,0,0,8,0
2021-11-30,Afghanistan,6,0,0,34,0
2021-11-30,Australia,2,0,0,23,0
2021-11-30,Sweden,2,0,0,8,0
2021-12-01,Afghanistan,6,0,0,34,0
2021-12-01,Australia,2,0,0,23,0
2021-12-01,Sweden,2,0,0,8,0
2021-12-02,Afghanistan,6,0,0,34,0
2021-12-02,Australia,2,0,0,23,0
2021-12-02,Sweden,2,0,0,8,0
2021-12-03,Afghanistan,6,0,0,34,0
2021-12-03,Australia,2,0,0,23,0
2021-12-03,Sweden,2,0,0,8,0
2021-12-04,Afghanistan,6,0,0,34,0
2021-12-04,Australia,2,0,0,23,0
2021-12-04,Sweden,2,0,0,8,0
2021-12-05,Afghanistan,6,0,0,34,0
2021-12-05,Australia,2,0,0,23,0
2021-12-05,Sweden,2,0,0,8,0
2021-12-06,Afghanistan,6,0,0,34,0
2021-12-06,Australia,2,0,0,23,0
2021-12-06,Sweden,2,0,0,8,0
2021-12-07,Afghanistan,6,0,0,34,0
2021-12-07,Australia,2,0,0,23,0
2021-12-07,Sweden,2,0,0,8,0
2021-12-08,Afghanistan,6,0,0,34,0
2021-12-08,Australia,2,1,0,22,0
2021-12-08,Sweden,2,0,0,8,0
2021-12-09,Afghanistan,6,3,0,31,0
2021-12-09,Australia,2,2,0,21,0
2021-12-09,Sweden,2,0,0,8,0
2021-12-10,Afghanistan,6,3,1,30,0
2021-12-10,Australia,2,3,0,20,0
2021-12-10,Sweden,2,0,0,8,0
2021-12-11,Afghanistan,6,2,2,30,0
2021-12-11,Australia,2,3,0,20,0
2021-12-11,Sweden,2,0,0,8,0
2021-12-12,Afghanistan,6,5,2,27,0
2021-12-12,Australia,2,3,0,20,0
2021-12-12,Sweden,2,0,0,8,0
2021-12-13,Afghanistan,6,3,4,27,0
2021-12-13,Australia,2,3,0,20,0
2021-12-13,Sweden,2,0,0,8,0
2021-12-14,Afghanistan,6,2,4,28,0
2021-12-14,Australia,2,2,1,20,0
2021-12-14,Sweden,2,0,0,8,0
2021-12-15,Afghanistan,6,1,4,29,0
2021-12-15,Australia,2,1,2,20,0
2021-12-15,Sweden,2,0,0,8,0
2021-12-16,Afghanistan,6,1,5,28,0
2021-12-16,Australia,2,1,2,20,0
2021-12-16,Sweden,2,0,0,8,0
2021-12-17,Afghanistan,6,1,3,29,1
2021-12-17,Australia,2,1,2,20,0
2021-12-17,Sweden,2,0,0,8,0
2021-12-18,Afghanistan,6,0,3,30,1
2021-12-18,Australia,2,1,1,20,1
2021-12-18,Sweden,2,0,0,8,0
2021-12-19,Afghanistan,6,0,2,31,1
2021-12-19,Australia,2,1,0,21,1
2021-12-19,Sweden,2,0,0,8,0
2021-12-20,Afghanistan,6,0,1,32,1
2021-12-20,Australia,2,2,0,20,1
2021-12-20,Sweden,2,0,0,8,0
2021-12-21,Afghanistan,6,0,1,32,1
2021-12-21,Australia,2,2,1,19,1
2021-12-21,Sweden,2,1,0,7,0
2021-12-22,Afghanistan,6,0,0,33,1
2021-12-22,Australia,2,2,1,19,1
2021-12-22,Sweden,2,1,0,7,0
2021-12-23,Afghanistan,6,0,0,33,1
2021-12-23,Australia,2,4,1,17,1
2021-12-23,Sweden,2,2,0,6,0
2021-12-24,Afghanistan,6,0,0,33,1
2021-12-24,Australia,2,5,2,15,1
2021-12-24,Sweden,2,3,0,5,0
2021-12-25,Afghanistan,6,1,0,32,1
2021-12-25,Australia,2,5,1,15,2
2021-12-25,Sweden,2,2,2,4,0
2021-12-26,Afghanistan,6,1,1,31,1
2021-12-26,Australia,2,6,1,14,2
2021-12-26,Sweden,2,2,2,4,0
2021-12-27,Afghanistan,6,3,1,29,1
2021-12-27,Australia,2,5,2,14,2
2021-12-27,Sweden,2,2,2,4,0
2021-12-28,Afghanistan,6,5,1,27,1
2021-12-28,Australia,2,4,3,13,3
2021-12-28,Sweden,2,2,2,4,0
2021-12-29,Afghanistan,6,7,1,25,1
2021-12-29,Australia,2,4,3,13,3
2021-12-29,Sweden,2,0,2,4,2
2021-12-30,Afghanistan,6,9,0,24,1
2021-12-30,Australia,2,5,3,12,3
2021-12-30,Sweden,2,0,2,4,2
2021-12-31,Afghanistan,6,9,1,24,0
2021-12-31,Australia,2,4,3,13,3
2021-12-31,Sweden,2,0,2,4,2
2022-01-01,Afghanistan,6,9,1,24,0
2022-01-01,Australia,2,5,1,15,2
2022-01-01,Sweden,2,0,2,4,2
2022-01-02,Afghanistan,6,6,4,24,0
2022-01-02,Australia,2,5,1,15,2
2022-01-02,Sweden,2,0,0,4,4
2022-01-03,Afghanistan,6,5,5,24,0
2022-01-03,Australia,2,5,2,14,2
2022-01-03,Sweden,2,1,0,3,4
2022-01-04,Afghanistan,6,4,5,25,0
2022-01-04,Australia,2,3,3,15,2
2022-01-04,Sweden,2,1,0,3,4
2022-01-05,Afghanistan,6,4,5,25,0
2022-01-05,Australia,2,3,3,15,2
2022-01-05,Sweden,2,0,1,3,4
2022-01-06,Afghanistan,6,5,2,26,1
2022-01-06,Australia,2,1,5,15,2
2022-01-06,Sweden,2,0,1,3,4
2022-01-07,Afghanistan,6,4,2,27,1
2022-01-07,Australia,2,2,4,15,2
2022-01-07,Sweden,2,0,1,3,4
2022-01-08,Afghanistan,6,5,3,24,2
2022-01-08,Australia,3,3,2,15,2
2022-01-08,Sweden,2,1,1,2,4
2022-01-09,Afghanistan,6,5,3,24,2
2022-01-09,Australia,3,3,2,15,2
2022-01-09,Sweden,2,1,0,3,4
2022-01-10,Afghanistan,6,5,4,23,2
2022-01-10,Australia,3,3,1,15,3
2022-01-10,Sweden,2,1,0,3,4
2022-01-11,Afghanistan,6,6,3,23,2
2022-01-11,Australia,3,3,2,15,2
2022-01-11,Sweden,2,1,0,3,4
2022-01-12,Afghanistan,6,5,2,23,4
2022-01-12,Australia,3,3,2,15,2
2022-01-12,Sweden,2,1,0,5,2
2022-01-13,Afghanistan,6,8,3,19,4
2022-01-13,Australia,3,4,2,14,2
2022-01-13,Sweden,2,1,0,5,2
2022-01-14,Afghanistan,6,7,3,19,5
2022-01-14,Australia,3,4,1,14,3
2022-01-14,Sweden,2,1,0,5,2
2022-01-15,Afghanistan,6,8,4,17,5
2022-01-15,Australia,3,4,0,14,4
2022-01-15,Sweden,2,1,0,5,2
2022-01-16,Afghanistan,6,6,5,17,6
2022-01-16,Australia,3,4,0,14,4
2022-01-16,Sweden,3,1,0,6,0
2022-01-17,Afghanistan,6,6,4,17,7
2022-01-17,Australia,3,4,0,14,4
2022-01-17,Sweden,3,1,0,6,0
2022-01-18,Afghanistan,6,5,4,17,8
2022-01-18,Australia,3,4,0,14,4
2022-01-18,Sweden,3,1,1,5,0
2022-01-19,Afghanistan,6,3,5,17,9
2022-01-19,Australia,3,5,0,13,4
2022-01-19,Sweden,3,0,2,5,0
2022-01-20,Afghanistan,6,3,3,18,10
2022-01-20,Australia,3,5,0,13,4
2022-01-20,Sweden,3,0,2,5,0
2022-01-21,Afghanistan,6,4,3,17,10
2022-01-21,Australia,3,4,2,12,4
2022-01-21,Sweden,3,0,2,5,0
2022-01-22,Afghanistan,6,4,2,19,9
2022-01-22,Australia,3,4,2,13,3
2022-01-22,Sweden,3,0,1,5,1
2022-01-23,Afghanistan,6,1,3,19,11
2022-01-23,Australia,3,4,2,13,3
2022-01-23,Sweden,3,0,0,6,1
2022-01-24,Afghanistan,6,2,3,18,11
2022-01-24,Australia,3,3,3,14,2
2022-01-24,Sweden,3,0,0,6,1
2022-01-25,Afghanistan,6,2,3,18,11
2022-01-25,Australia,3,3,1,16,2
2022-01-25,Sweden,3,0,0,6,1
2022-01-26,Afghanistan,6,2,3,20,9
2022-01-26,Australia,3,3,1,16,2
2022-01-26,Sweden,3,0,0,6,1
2022-01-27,Afghanistan,6,1,1,22,10
2022-01-27,Australia,3,3,1,16,2
2022-01-27,Sweden,3,0,0,6,1
2022-01-28,Afghanistan,6,1,1,23,9
2022-01-28,Australia,3,3,0,17,2
2022-01-28,Sweden,3,0,0,6,1
2022-01-29,Afghanistan,6,1,1,23,9
2022-01-29,Australia,3,3,0,18,1
2022-01-29,Sweden,3,0,0,6,1
2022-01-30,Afghanistan,6,2,1,23,8
2022-01-30,Australia,3,3,0,18,1
2022-01-30,Sweden,3,0,0,6,1
2022-01-31,Afghanistan,6,2,0,24,8
2022-01-31,Australia,3,3,0,18,1
2022-01-31,Sweden,3,0,0,6,1
2022-02-01,Afghanistan,6,2,0,25,7
2022-02-01,Australia,3,3,0,18,1
2022-02-01,Sweden,3,0,0,6,1
2022-02-02,Afghanistan,6,2,0,26,6
2022-02-02,Australia,3,3,0,18,1
2022-02-02,Sweden,3,0,0,6,1
2022-02-03,Afghanistan,6,2,0,28,4
2022-02-03,Australia,3,3,0,18,1
2022-02-03,Sweden,3,0,0,6,1
2022-02-04,Afghanistan,6,2,0,28,4
2022-02-04,Australia,3,4,0,17,1
2022-02-04,Sweden,3,0,0,6,1
2022-02-05,Afghanistan,6,2,0,28,4
2022-02-05,Australia,3,3,1,17,1
2022-02-05,Sweden,3,0,0,7,0
2022-02-06,Afghanistan,6,2,0,30,2
2022-02-06,Australia,3,3,1,17,1
2022-02-06,Sweden,3,0,0,7,0
2022-02-07,Afghanistan,6,2,0,30,2
2022-02-07,Australia,3,2,2,17,1
2022-02-07,Sweden,3,0,0,7,0
2022-02-08,Afghanistan,6,2,0,30,2
2022-02-08,Australia,3,2,2,17,1
2022-02-08,Sweden,3,0,0,7,0
2022-02-09,Afghanistan,6,1,1,30,2
2022-02-09,Australia,3,2,1,17,2
2022-02-09,Sweden,3,0,0,7,0
2022-02-10,Afghanistan,6,1,1,31,1
2022-02-10,Australia,3,2,1,17,2
2022-02-10,Sweden,3,0,0,7,0
2022-02-11,Afghanistan,6,1,1,31,1
2022-02-11,Australia,3,2,0,18,2
2022-02-11,Sweden,3,0,0,7,0
2022-02-12,Afghanistan,6,1,1,31,1
2022-02-12,Australia,3,2,0,18,2
2022-02-12,Sweden,3,0,0,7,0
2022-02-13,Afghanistan,6,1,0,31,2
2022-02-13,Australia,3,2,0,18,2
2022-02-13,Sweden,3,0,0,7,0
2022-02-14,Afghanistan,6,1,0,32,1
2022-02-14,Australia,3,2,0,18,2
2022-02-14,Sweden,3,1,0,6,0
2022-02-15,Afghanistan,6,1,0,32,1
2022-02-15,Australia,3,2,0,18,2
2022-02-15,Sweden,3,1,0,6,0
2022-02-16,Afghanistan,6,0,1,32,1
2022-02-16,Australia,3,2,0,18,2
2022-02-16,Sweden,3,0,1,6,0
2022-02-17,Afghanistan,6,0,1,32,1
2022-02-17,Australia,3,2,0,18,2
2022-02-17,Sweden,3,0,1,6,0
2022-02-18,Afghanistan,6,0,1,32,1
2022-02-18,Australia,3,2,0,18,2
2022-02-18,Sweden,3,0,1,6,0
2022-02-19,Afghanistan,6,0,1,32,1
2022-02-19,Australia,3,1,1,18,2
2022-02-19,Sweden,3,0,1,6,0
2022-02-20,Afghanistan,6,0,0,33,1
2022-02-20,Australia,3,1,1,18,2
2022-02-20,Sweden,3,0,0,7,0
2022-02-21,Afghanistan,6,0,0,33,1
2022-02-21,Australia,3,1,1,18,2
2022-02-21,Sweden,3,0,0,7,0
2022-02-22,Afghanistan,6,0,0,33,1
2022-02-22,Australia,3,1,1,18,2
2022-02-22,Sweden,3,0,0,7,0
2022-02-23,Afghanistan,6,0,0,33,1
2022-02-23,Australia,3,1,0,20,1
2022-02-23,Sweden,3,0,0,7,0
2022-02-24,Afghanistan,6,0,0,33,1
2022-02-24,Australia,3,1,0,20,1
2022-02-24,Sweden,3,0,0,7,0
2022-02-25,Afghanistan,6,0,0,33,1
2022-02-25,Australia,3,1,0,21,0
2022-02-25,Sweden,3,0,0,7,0
2022-02-26,Afghanistan,6,0,0,33,1
2022-02-26,Australia,3,1,0,21,0
2022-02-26,Sweden,3,0,0,7,0
2022-02-27,Afghanistan,6,0,0,34,0
2022-02-27,Australia,3,1,0,21,0
2022-02-27,Sweden,3,0,0,7,0
2022-02-28,Afghanistan,6,0,0,34,0
2022-02-28,Australia,3,1,0,21,0
2022-02-28,Sweden,3,0,0,7,0
2022-03-01,Afghanistan,6,0,0,34,0
2022-03-01,Australia,3,1,0,21,0
2022-03-01,Sweden,3,0,0,7,0
2022-03-02,Afghanistan,6,0,0,34,0
2022-03-02,Australia,3,1,0,21,0
2022-03-02,Sweden,3,0,0,7,0
2022-03-03,Afghanistan,6,0,0,34,0
2022-03-03,Australia,3,1,0,21,0
2022-03-03,Sweden,3,0,0,7,0
2022-03-04,Afghanistan,6,0,0,34,0
2022-03-04,Australia,3,1,0,21,0
2022-03-04,Sweden,3,0,0,7,0
2022-03-05,Afghanistan,6,0,0,34,0
2022-03-05,Australia,3,1,0,21,0
2022-03-05,Sweden,3,0,0,7,0
2022-03-06,Afghanistan,6,0,0,34,0
2022-03-06,Australia,3,1,0,21,0
2022-03-06,Sweden,3,0,0,7,0
2022-03-07,Afghanistan,6,0,0,34,0
2022-03-07,Australia,3,2,0,20,0
2022-03-07,Sweden,3,0,0,7,0
2022-03-08,Afghanistan,6,0,0,34,0
2022-03-08,Australia,3,1,1,20,0
2022-03-08,Sweden,3,0,0,7,0
2022-03-09,Afghanistan,6,0,0,34,0
2022-03-09,Australia,3,1,1,20,0
2022-03-09,Sweden,3,0,0,7,0
2022-03-10,Afghanistan,6,0,0,34,0
2022-03-10,Australia,3,1,1,20,0
2022-03-10,Sweden,3,0,0,7,0
2022-03-11,Afghanistan,6,0,0,34,0
2022-03-11,Australia,3,1,1,20,0
2022-03-11,Sweden,3,0,0,7,0
2022-03-12,Afghanistan,6,0,0,34,0
2022-03-12,Australia,3,1,0,21,0
2022-03-12,Sweden,3,0,0,7,0
2022-03-13,Afghanistan,6,0,0,34,0
2022-03-13,Australia,3,1,0,21,0
2022-03-13,Sweden,3,0,0,7,0
2022-03-14,Afghanistan,6,0,0,34,0
2022-03-14,Australia,3,0,1,21,0
2022-03-14,Sweden,3,0,0,7,0
2022-03-15,Afghanistan,6,0,0,34,0
2022-03-15,Australia,3,0,1,21,0
2022-03-15,Sweden,3,0,0,7,0
2022-03-16,Afghanistan,6,0,0,34,0
2022-03-16,Australia,3,0,1,21,0
2022-03-16,Sweden,3,0,0,7,0
2022-03-17,Afghanistan,6,0,0,34,0
2022-03-17,Australia,3,0,1,21,0
2022-03-17,Sweden,3,0,0,7,0
2022-03-18,Afghanistan,6,0,0,34,0
2022-03-18,Australia,3,0,0,22,0
2022-03-18,Sweden,3,0,0,7,0
2022-03-19,Afghanistan,6,0,0,34,0
2022-03-19,Australia,3,0,0,22,0
2022-03-19,Sweden,3,0,0,7,0
2022-03-20,Afghanistan,6,0,0,34,0
2022-03-20,Australia,3,0,0,22,0
2022-03-20,Sweden,3,0,0,7,0
2022-03-21,Afghanistan,6,0,0,34,0
2022-03-21,Australia,3,0,0,22,0
2022-03-21,Sweden,3,0,0,7,0
2022-03-22,Afghanistan,6,0,0,34,0
2022-03-22,Australia,3,0,0,22,0
2022-03-22,Sweden,3,0,0,7,0
2022-03-23,Afghanistan,6,0,0,34,0
2022-03-23,Australia,3,0,0,22,0
2022-03-23,Sweden,3,0,0,7,0
2022-03-24,Afghanistan,6,0,0,34,0
2022-03-24,Australia,3,0,0,22,0
2022-03-24,Sweden,3,0,0,7,0
2022-03-25,Afghanistan,6,0,0,34,0
2022-03-25,Australia,3,0,0,22,0
2022-03-25,Sweden,3,0,0,7,0
2022-03-26,Afghanistan,6,0,0,34,0
2022-03-26,Australia,3,0,0,22,0
2022-03-26,Sweden,3,0,0,7,0
2022-03-27,Afghanistan,6,0,0,34,0
2022-03-27,Australia,3,0,0,22,0
2022-03-27,Sweden,3,0,0,7,0
2022-03-28,Afghanistan,6,0,0,34,0
2022-03-28,Australia,3,0,0,22,0
2022-03-28,Sweden,3,0,0,7,0
2022-03-29,Afghanistan,6,0,0,34,0
2022-03-29,Australia,3,0,0,22,0
2022-03-29,Sweden,3,0,0,7,0
2022-03-30,Afghanistan,6,0,0,34,0
2022-03-30,Australia,3,0,0,22,0
2022-03-30,Sweden,3,0,0,7,0
2022-03-31,Afghanistan,6,0,0,34,0
2022-03-31,Australia,3,0,0,22,0
2022-03-31,Sweden,3,0,0,7,0
2022-04-01,Afghanistan,6,0,0,34,0
2022-04-01,Australia,3,0,0,22,0
2022-04-01,Sweden,3,0,0,7,0
2022-04-02,Afghanistan,6,0,0,34,0
2022-04-02,Australia,3,0,0,22,0
2022-04-02,Sweden,3,0,0,7,0
2022-04-03,Afghanistan,6,0,0,34,0
2022-04-03,Australia,3,0,0,22,0
2022-04-03,Sweden,3,0,0,7,0
2022-04-04,Afghanistan,6,0,0,34,0
2022-04-04,Australia,3,0,0,22,0
2022-04-04,Sweden,3,0,0,7,0
2022-04-05,Afghanistan,6,0,0,34,0
2022-04-05,Australia,3,0,0,22,0
2022-04-05,Sweden,3,0,0,7,0
2022-04-06,Afghanistan,6,0,0,34,0
2022-04-06,Australia,3,0,0,22,0
2022-04-06,Sweden,3,0,0,7,0
2022-04-07,Afghanistan,6,0,0,34,0
2022-04-07,Australia,3,0,0,22,0
2022-04-07,Sweden,3,0,0,7,0
2022-04-08,Afghanistan,6,0,0,34,0
2022-04-08,Australia,3,0,0,22,0
2022-04-08,Sweden,3,0,0,7,0
2022-04-09,Afghanistan,6,0,0,34,0
2022-04-09,Australia,3,0,0,22,0
2022-04-09,Sweden,3,0,0,7,0
2022-04-10,Afghanistan,6,0,0,34,0
2022-04-10,Australia,3,0,0,22,0
2022-04-10,Sweden,3,0,0,7,0
2022-04-11,Afghanistan,6,0,0,34,0
2022-04-11,Australia,3,0,0,22,0
2022-04-11,Sweden,3,0,0,7,0
2022-04-12,Afghanistan,6,0,0,34,0
2022-04-12,Australia,3,0,0,22,0
2022-04-12,Sweden,3,0,0,7,0
2022-04-13,Afghanistan,6,1,0,33,0
2022-04-13,Australia,3,0,0,22,0
2022-04-13,Sweden,3,0,0,7,0
2022-04-14,Afghanistan,6,2,0,32,0
2022-04-14,Australia,3,0,0,22,0
2022-04-14,Sweden,3,0,0,7,0
2022-04-15,Afghanistan,6,2,0,32,0
2022-04-15,Australia,3,0,0,22,0
2022-04-15,Sweden,3,0,0,7,0
2022-04-16,Afghanistan,6,3,0,31,0
2022-04-16,Australia,3,0,0,22,0
2022-04-16,Sweden,3,0,0,7,0
2022-04-17,Afghanistan,6,4,0,30,0
2022-04-17,Australia,3,0,0,22,0
2022-04-17,Sweden,3,0,0,7,0
2022-04-18,Afghanistan,6,5,0,29,0
2022-04-18,Australia,3,1,0,21,0
2022-04-18,Sweden,3,0,0,7,0
2022-04-19,Afghanistan,6,4,2,28,0
2022-04-19,Australia,3,1,0,21,0
2022-04-19,Sweden,3,0,0,7,0
2022-04-20,Afghanistan,6,3,3,28,0
2022-04-20,Australia,3,1,0,21,0
2022-04-20,Sweden,3,0,0,7,0
2022-04-21,Afghanistan,6,4,3,27,0
2022-04-21,Australia,3,1,0,21,0
2022-04-21,Sweden,3,0,0,7,0
2022-04-22,Afghanistan,6,3,4,27,0
2022-04-22,Australia,3,1,0,21,0
2022-04-22,Sweden,3,0,0,7,0
2022-04-23,Afghanistan,6,2,3,28,1
2022-04-23,Australia,3,1,0,21,0
2022-04-23,Sweden,3,0,0,7,0
2022-04-24,Afghanistan,6,2,2,29,1
2022-04-24,Australia,3,1,0,21,0
2022-04-24,Sweden,3,0,0,7,0
2022-04-25,Afghanistan,6,2,2,29,1
2022-04-25,Australia,3,1,0,21,0
2022-04-25,Sweden,3,0,0,7,0
2022-04-26,Afghanistan,6,2,1,30,1
2022-04-26,Australia,3,1,0,21,0
2022-04-26,Sweden,3,0,0,7,0
2022-04-27,Afghanistan,6,1,1,30,2
2022-04-27,Australia,3,0,1,21,0
2022-04-27,Sweden,3,0,0,7,0
2022-04-28,Afghanistan,6,1,1,30,2
2022-04-28,Australia,3,0,1,21,0
2022-04-28,Sweden,3,0,0,7,0
2022-04-29,Afghanistan,6,2,1,29,2
2022-04-29,Australia,3,0,1,21,0
2022-04-29,Sweden,3,0,0,7,0
2022-04-30,Afghanistan,6,3,1,28,2
2022-04-30,Australia,3,1,1,20,0
2022-04-30,Sweden,3,0,0,7,0
